pos,strand,library,cat,ours_count,ours_ef,paper_ef,paper_count,ef_pubtotal,abs_dev,rel_dev_pct,dev_pubtotal_pct
7737,-,FS260,TLTB,281,1.5353,1.5206,281,1.5206,0.0147,0.9668,-0.0
7737,-,FS261,DLTB,63,0.8283,0.839,63,0.839,0.0107,-1.2712,0.0
7737,-,FS262,TLTB,219,1.9843,2.0069,219,2.0069,0.0226,-1.1264,-0.0
7737,-,FS263,DLTB,296,1.2871,1.2887,295,1.2931,0.0016,-0.1224,0.339
7737,-,FS264,TLTB,288,1.4824,1.4825,287,1.4877,0.0002,-0.0116,0.3484
7737,-,FS300,RNH2A-KO-T3-8,166,15.3597,15.3453,166,15.3453,0.0144,0.0938,0.0
7737,-,FS301,RNH2A-KO-T3-17,258,16.302,16.2879,258,16.2879,0.0141,0.0866,0.0
7737,-,FS303,hESC-H9,215,8.8486,8.7077,215,8.7077,0.1409,1.6178,0.0
7737,-,FS305,HEK293T,820,9.7124,9.618,820,9.618,0.0945,0.9825,-0.0
7737,-,FS306,RNH2A-KO-T3-8,398,45.4593,44.8452,397,44.9582,0.6141,1.3694,0.2519
7737,-,FS307,RNH2A-KO-T3-17,138,19.4742,19.2768,139,19.1381,0.1974,1.0241,-0.7194
7737,-,FS309,RNH2A-KO-T3-8,30,9.5618,9.2335,29,9.5519,0.3283,3.5557,3.4483
7737,-,FS310,RNH2A-KO-T3-17,10,35.4114,34.7723,10,34.7723,0.6391,1.838,0.0
7737,-,FS326,HEK293T,76,6.9393,6.7951,76,6.7951,0.1442,2.1216,0.0
7737,-,FS327,RNH2A-KO-T3-8,11,4.7997,4.7733,11,4.7733,0.0264,0.553,0.0
7737,-,FS329,RNH2A-KO-T3-17,52,11.8707,11.7183,52,11.7183,0.1524,1.3006,-0.0
7044,+,FS185,CD4+T,16,1.8504,1.8419,16,1.8419,0.0085,0.4593,-0.0
7044,+,FS186,CD4+T,117,5.3065,5.1748,116,5.2194,0.1317,2.5457,0.8621
7044,+,FS187,CD4+T,10,16.966,18.1221,10,18.1221,1.1561,-6.3793,0.0
7044,+,FS188,CD4+T,5,6.9164,7.2272,5,7.2272,0.3107,-4.2995,0.0
7044,+,FS189,CD4+T,17,12.7006,12.6629,17,12.6629,0.0377,0.2976,0.0
7044,+,FS193,HCT116,6,4.0614,4.0792,6,4.0792,0.0178,-0.4371,0.0
7044,+,FS195,WB-GTP-control,20,14.8428,15.5213,20,15.5213,0.6785,-4.3716,0.0
7044,+,FS196,WB-GTP-PTSD,95,29.9894,32.1124,96,31.7779,2.123,-6.6111,-1.0417
7044,+,FS197,hESC-H9,25,19.1204,21.727,25,21.727,2.6066,-11.9969,-0.0
7044,+,FS198,hESC-H9,4,5.5079,6.9852,4,6.9852,1.4774,-21.1502,-0.0
7044,+,FS199,hESC-H9,5,7.731,10.2493,5,10.2493,2.5183,-24.5707,-0.0
7044,+,FS201,hESC-H9,6,9.0789,12.219,6,12.219,3.1401,-25.6986,-0.0
7044,+,FS203,HEK293T,13,7.544,8.1445,13,8.1445,0.6005,-7.3725,0.0
7044,+,FS257,DLTB,6,0.0904,0.0903,6,0.0903,0.0001,0.1603,0.0
7044,+,FS258,TLTB,3,0.0826,0.0827,3,0.0827,0.0001,-0.062,-0.0
7044,+,FS259,DLTB,35,0.1252,0.1243,35,0.1243,0.0009,0.7206,-0.0
7044,+,FS260,TLTB,40,0.2186,0.2165,40,0.2165,0.0021,0.9668,0.0
7044,+,FS261,DLTB,7,0.092,0.0932,7,0.0932,0.0012,-1.2712,-0.0
7044,+,FS262,TLTB,23,0.2084,0.2108,23,0.2108,0.0024,-1.1264,0.0
7044,+,FS263,DLTB,190,0.8262,0.8256,189,0.83,0.0006,0.0668,0.5291
7044,+,FS264,TLTB,94,0.4838,0.4856,94,0.4856,0.0017,-0.3588,-0.0
7044,+,FS300,RNH2A-KO-T3-8,68,6.2919,6.286,68,6.286,0.0059,0.0938,0.0
7044,+,FS301,RNH2A-KO-T3-17,175,11.0575,10.7323,170,11.048,0.3252,3.0303,2.9412
7044,+,FS303,hESC-H9,576,23.706,23.3286,576,23.3286,0.3774,1.6178,0.0
7044,+,FS305,HEK293T,1000,11.8445,11.7058,998,11.7292,0.1387,1.1849,0.2004
7044,+,FS306,RNH2A-KO-T3-8,265,30.2681,29.9344,265,29.9344,0.3337,1.1147,-0.0
7044,+,FS307,RNH2A-KO-T3-17,1,0.1411,0.1387,1,0.1387,0.0024,1.7562,-0.0
7044,+,FS309,RNH2A-KO-T3-8,1,0.3187,0.3184,1,0.3184,0.0003,0.1039,-0.0
7044,+,FS310,RNH2A-KO-T3-17,6,21.2468,20.8634,6,20.8634,0.3835,1.838,0.0
7044,+,FS326,HEK293T,62,5.661,5.5434,62,5.5434,0.1176,2.1216,0.0
7044,+,FS327,RNH2A-KO-T3-8,14,6.1087,6.0751,14,6.0751,0.0336,0.553,0.0
7044,+,FS329,RNH2A-KO-T3-17,32,7.3051,7.2113,32,7.2113,0.0938,1.3006,0.0
7133,+,FS185,CD4+T,23,2.6599,2.6478,23,2.6478,0.0122,0.4593,-0.0
7133,+,FS186,CD4+T,105,4.7622,4.6841,105,4.6841,0.0782,1.6692,0.0
7133,+,FS187,CD4+T,1,1.6966,1.8122,1,1.8122,0.1156,-6.3793,0.0
7133,+,FS188,CD4+T,8,11.0663,11.5635,8,11.5635,0.4972,-4.2995,0.0
7133,+,FS189,CD4+T,6,4.4826,4.4693,6,4.4693,0.0133,0.2976,-0.0
7133,+,FS193,HCT116,7,4.7383,4.7591,7,4.7591,0.0208,-0.4371,0.0
7133,+,FS195,WB-GTP-control,12,8.9057,9.3128,12,9.3128,0.4071,-4.3716,0.0
7133,+,FS196,WB-GTP-PTSD,20,6.3136,6.6901,20,6.6901,0.3765,-5.6281,0.0
7133,+,FS197,hESC-H9,17,13.0019,14.7744,17,14.7744,1.7725,-11.9969,-0.0
7133,+,FS198,hESC-H9,5,6.8848,8.7316,5,8.7316,1.8467,-21.1502,-0.0
7133,+,FS199,hESC-H9,5,7.731,10.2493,5,10.2493,2.5183,-24.5707,-0.0
7133,+,FS201,hESC-H9,7,10.5921,14.2555,7,14.2555,3.6635,-25.6986,0.0
7133,+,FS203,HEK293T,9,5.2228,5.6385,9,5.6385,0.4157,-7.3725,-0.0
7133,+,FS257,DLTB,5,0.0754,0.0753,5,0.0753,0.0001,0.1603,-0.0
7133,+,FS258,TLTB,3,0.0826,0.0827,3,0.0827,0.0001,-0.062,-0.0
7133,+,FS259,DLTB,12,0.0429,0.0426,12,0.0426,0.0003,0.7206,0.0
7133,+,FS260,TLTB,36,0.1967,0.1948,36,0.1948,0.0019,0.9668,0.0
7133,+,FS261,DLTB,7,0.092,0.0932,7,0.0932,0.0012,-1.2712,-0.0
7133,+,FS262,TLTB,22,0.1993,0.2016,22,0.2016,0.0023,-1.1264,0.0
7133,+,FS263,DLTB,74,0.3218,0.3233,74,0.3233,0.0015,-0.4598,0.0
7133,+,FS264,TLTB,64,0.3294,0.3306,64,0.3306,0.0012,-0.3588,0.0
7133,+,FS300,RNH2A-KO-T3-8,136,12.5838,12.572,136,12.572,0.0118,0.0938,-0.0
7133,+,FS301,RNH2A-KO-T3-17,311,19.6508,19.6338,311,19.6338,0.017,0.0866,0.0
7133,+,FS303,hESC-H9,717,29.5091,29.0393,717,29.0393,0.4698,1.6178,0.0
7133,+,FS305,HEK293T,1261,14.9359,14.7905,1261,14.7905,0.1453,0.9825,0.0
7133,+,FS306,RNH2A-KO-T3-8,107,12.2215,12.0867,107,12.0867,0.1347,1.1147,-0.0
7133,+,FS307,RNH2A-KO-T3-17,10,1.4112,1.3868,10,1.3868,0.0244,1.7562,-0.0
7133,+,FS309,RNH2A-KO-T3-8,18,5.7371,5.7311,18,5.7311,0.006,0.1039,-0.0
7133,+,FS310,RNH2A-KO-T3-17,2,7.0823,6.9545,2,6.9545,0.1278,1.838,0.0
7133,+,FS326,HEK293T,46,4.2001,4.1128,46,4.1128,0.0873,2.1216,0.0
7133,+,FS327,RNH2A-KO-T3-8,15,6.545,6.509,15,6.509,0.036,0.553,-0.0
7133,+,FS329,RNH2A-KO-T3-17,34,7.7616,7.662,34,7.662,0.0997,1.3006,0.0
7074,+,FS185,CD4+T,19,2.1973,2.1873,19,2.1873,0.01,0.4593,0.0
7074,+,FS186,CD4+T,163,7.3928,7.3161,164,7.2714,0.0768,1.0493,-0.6098
7074,+,FS187,CD4+T,12,20.3592,21.7465,12,21.7465,1.3873,-6.3793,-0.0
7074,+,FS188,CD4+T,7,9.683,10.118,7,10.118,0.435,-4.2995,0.0
7074,+,FS189,CD4+T,10,7.4709,7.4488,10,7.4488,0.0222,0.2976,-0.0
7074,+,FS193,HCT116,9,6.092,6.1188,9,6.1188,0.0267,-0.4371,-0.0
7074,+,FS195,WB-GTP-control,7,5.195,5.4325,7,5.4325,0.2375,-4.3716,0.0
7074,+,FS196,WB-GTP-PTSD,22,6.9449,7.6936,23,7.3591,0.7487,-9.7312,-4.3478
7074,+,FS197,hESC-H9,5,3.8241,4.3454,5,4.3454,0.5213,-11.9969,0.0
7074,+,FS198,hESC-H9,3,4.1309,5.2389,3,5.2389,1.108,-21.1502,-0.0
7074,+,FS199,hESC-H9,3,4.6386,6.1496,3,6.1496,1.511,-24.5707,0.0
7074,+,FS201,hESC-H9,3,4.5395,6.1095,3,6.1095,1.5701,-25.6986,0.0
7074,+,FS203,HEK293T,12,6.9637,7.518,12,7.518,0.5543,-7.3725,-0.0
7074,+,FS257,DLTB,33,0.4975,0.4967,33,0.4967,0.0008,0.1603,0.0
7074,+,FS258,TLTB,6,0.1653,0.1378,5,0.1654,0.0275,19.9256,20.0
7074,+,FS259,DLTB,117,0.4185,0.4155,117,0.4155,0.003,0.7206,-0.0
7074,+,FS260,TLTB,94,0.5136,0.5033,93,0.5087,0.0103,2.0525,1.0753
7074,+,FS261,DLTB,68,0.8941,0.9056,68,0.9056,0.0115,-1.2712,-0.0
7074,+,FS262,TLTB,67,0.6071,0.614,67,0.614,0.0069,-1.1264,-0.0
7074,+,FS263,DLTB,584,2.5394,2.5468,583,2.5512,0.0074,-0.2891,0.1715
7074,+,FS264,TLTB,250,1.2868,1.2914,250,1.2914,0.0046,-0.3588,-0.0
7074,+,FS300,RNH2A-KO-T3-8,150,13.8792,13.8662,150,13.8662,0.013,0.0938,0.0
7074,+,FS301,RNH2A-KO-T3-17,375,23.6947,23.548,373,23.6742,0.1468,0.6232,0.5362
7074,+,FS303,hESC-H9,260,10.7006,10.5303,260,10.5303,0.1704,1.6178,-0.0
7074,+,FS305,HEK293T,1248,14.7819,14.6263,1247,14.6381,0.1555,1.0635,0.0802
7074,+,FS306,RNH2A-KO-T3-8,258,29.4686,29.1437,258,29.1437,0.3249,1.1147,-0.0
7074,+,FS307,RNH2A-KO-T3-17,5,0.7056,0.5547,4,0.6934,0.1509,27.1952,25.0
7074,+,FS309,RNH2A-KO-T3-8,4,1.2749,1.2736,4,1.2736,0.0013,0.1039,-0.0
7074,+,FS310,RNH2A-KO-T3-17,9,31.8703,31.2951,9,31.2951,0.5752,1.838,0.0
7074,+,FS326,HEK293T,27,2.4653,2.4141,27,2.4141,0.0512,2.1216,-0.0
7074,+,FS327,RNH2A-KO-T3-8,10,4.3634,4.3394,10,4.3394,0.024,0.553,-0.0
7074,+,FS329,RNH2A-KO-T3-17,24,5.4788,5.4084,24,5.4084,0.0703,1.3006,-0.0
7116,+,FS185,CD4+T,19,2.1973,2.1873,19,2.1873,0.01,0.4593,0.0
7116,+,FS186,CD4+T,124,5.624,5.5317,124,5.5317,0.0923,1.6692,-0.0
7116,+,FS187,CD4+T,2,3.3932,3.6244,2,3.6244,0.2312,-6.3793,-0.0
7116,+,FS188,CD4+T,14,19.366,20.2361,14,20.2361,0.8701,-4.2995,-0.0
7116,+,FS189,CD4+T,16,11.9535,11.918,16,11.918,0.0355,0.2976,0.0
7116,+,FS193,HCT116,7,4.7383,4.7591,7,4.7591,0.0208,-0.4371,0.0
7116,+,FS195,WB-GTP-control,29,21.522,22.5059,29,22.5059,0.9839,-4.3716,-0.0
7116,+,FS196,WB-GTP-PTSD,59,18.625,19.7358,59,19.7358,1.1107,-5.6281,0.0
7116,+,FS197,hESC-H9,6,4.5889,5.2145,6,5.2145,0.6256,-11.9969,0.0
7116,+,FS198,hESC-H9,3,4.1309,5.2389,3,5.2389,1.108,-21.1502,-0.0
7116,+,FS199,hESC-H9,7,10.8233,14.349,7,14.349,3.5257,-24.5707,-0.0
7116,+,FS201,hESC-H9,9,13.6184,18.3285,9,18.3285,4.7102,-25.6986,0.0
7116,+,FS203,HEK293T,6,3.4819,3.759,6,3.759,0.2771,-7.3725,0.0
7116,+,FS257,DLTB,6,0.0904,0.0903,6,0.0903,0.0001,0.1603,0.0
7116,+,FS258,TLTB,6,0.1653,0.1654,6,0.1654,0.0001,-0.062,0.0
7116,+,FS259,DLTB,45,0.161,0.1598,45,0.1598,0.0012,0.7206,-0.0
7116,+,FS260,TLTB,30,0.1639,0.1623,30,0.1623,0.0016,0.9668,-0.0
7116,+,FS261,DLTB,12,0.1578,0.1598,12,0.1598,0.002,-1.2712,-0.0
7116,+,FS262,TLTB,68,0.6161,0.6231,68,0.6231,0.007,-1.1264,0.0
7116,+,FS263,DLTB,171,0.7436,0.747,171,0.747,0.0034,-0.4598,-0.0
7116,+,FS264,TLTB,115,0.5919,0.594,115,0.594,0.0021,-0.3588,-0.0
7116,+,FS300,RNH2A-KO-T3-8,89,8.235,8.2273,89,8.2273,0.0077,0.0938,-0.0
7116,+,FS301,RNH2A-KO-T3-17,243,15.3542,15.3409,243,15.3409,0.0133,0.0866,0.0
7116,+,FS303,hESC-H9,474,19.5081,19.1975,474,19.1975,0.3106,1.6178,-0.0
7116,+,FS305,HEK293T,914,10.8258,10.7322,915,10.7205,0.0936,0.8721,-0.1093
7116,+,FS306,RNH2A-KO-T3-8,87,9.9371,9.7146,86,9.8275,0.2225,2.2904,1.1628
7116,+,FS307,RNH2A-KO-T3-17,2,0.2822,0.2774,2,0.2774,0.0049,1.7562,0.0
7116,+,FS309,RNH2A-KO-T3-8,7,2.2311,1.9104,6,2.2288,0.3207,16.7879,16.6667
7116,+,FS310,RNH2A-KO-T3-17,2,7.0823,6.9545,2,6.9545,0.1278,1.838,0.0
7116,+,FS326,HEK293T,48,4.3827,4.2917,48,4.2917,0.0911,2.1216,-0.0
7116,+,FS327,RNH2A-KO-T3-8,4,1.7453,1.7357,4,1.7357,0.0096,0.553,0.0
7116,+,FS329,RNH2A-KO-T3-17,24,5.4788,5.4084,24,5.4084,0.0703,1.3006,-0.0
7048,+,FS185,CD4+T,16,1.8504,1.8419,16,1.8419,0.0085,0.4593,-0.0
7048,+,FS186,CD4+T,55,2.4945,2.4536,55,2.4536,0.041,1.6692,0.0
7048,+,FS187,CD4+T,4,6.7864,7.2488,4,7.2488,0.4624,-6.3793,0.0
7048,+,FS188,CD4+T,4,5.5331,5.7817,4,5.7817,0.2486,-4.2995,0.0
7048,+,FS189,CD4+T,7,5.2296,5.2141,7,5.2141,0.0155,0.2976,0.0
7048,+,FS193,HCT116,7,4.7383,4.7591,7,4.7591,0.0208,-0.4371,0.0
7048,+,FS195,WB-GTP-control,23,17.0692,17.8495,23,17.8495,0.7803,-4.3716,0.0
7048,+,FS196,WB-GTP-PTSD,60,18.9407,20.0703,60,20.0703,1.1296,-5.6281,0.0
7048,+,FS197,hESC-H9,21,16.0612,18.2507,21,18.2507,2.1895,-11.9969,-0.0
7048,+,FS198,hESC-H9,9,12.3927,15.7168,9,15.7168,3.3241,-21.1502,-0.0
7048,+,FS199,hESC-H9,5,7.731,10.2493,5,10.2493,2.5183,-24.5707,-0.0
7048,+,FS201,hESC-H9,5,7.5658,10.1825,5,10.1825,2.6168,-25.6986,0.0
7048,+,FS203,HEK293T,7,4.0622,4.3855,7,4.3855,0.3233,-7.3725,-0.0
7048,+,FS257,DLTB,2,0.0301,0.0301,2,0.0301,0.0,0.1603,-0.0
7048,+,FS258,TLTB,1,0.0275,0.0276,1,0.0276,0.0,-0.062,-0.0
7048,+,FS259,DLTB,28,0.1002,0.0994,28,0.0994,0.0007,0.7206,0.0
7048,+,FS260,TLTB,20,0.1093,0.1082,20,0.1082,0.001,0.9668,-0.0
7048,+,FS261,DLTB,7,0.092,0.0932,7,0.0932,0.0012,-1.2712,-0.0
7048,+,FS262,TLTB,11,0.0997,0.1008,11,0.1008,0.0011,-1.1264,0.0
7048,+,FS263,DLTB,188,0.8175,0.8213,188,0.8213,0.0038,-0.4598,0.0
7048,+,FS264,TLTB,87,0.4478,0.4494,87,0.4494,0.0016,-0.3588,-0.0
7048,+,FS300,RNH2A-KO-T3-8,45,4.1638,4.1599,45,4.1599,0.0039,0.0938,-0.0
7048,+,FS301,RNH2A-KO-T3-17,171,10.8048,10.7955,171,10.7955,0.0093,0.0866,0.0
7048,+,FS303,hESC-H9,451,18.5615,18.266,451,18.266,0.2955,1.6178,0.0
7048,+,FS305,HEK293T,925,10.9561,10.8495,925,10.8495,0.1066,0.9825,-0.0
7048,+,FS306,RNH2A-KO-T3-8,207,23.6434,23.3828,207,23.3828,0.2606,1.1147,0.0
7048,+,FS307,RNH2A-KO-T3-17,1,0.1411,0.1387,1,0.1387,0.0024,1.7562,-0.0
7048,+,FS309,RNH2A-KO-T3-8,3,0.9562,0.9552,3,0.9552,0.001,0.1039,0.0
7048,+,FS310,RNH2A-KO-T3-17,3,10.6234,10.4317,3,10.4317,0.1917,1.838,-0.0
7048,+,FS326,HEK293T,63,5.7523,5.6328,63,5.6328,0.1195,2.1216,-0.0
7048,+,FS327,RNH2A-KO-T3-8,9,3.927,3.9054,9,3.9054,0.0216,0.553,-0.0
7048,+,FS329,RNH2A-KO-T3-17,32,7.3051,7.2113,32,7.2113,0.0938,1.3006,0.0
13120,+,FS185,CD4+T,31,3.5851,3.5687,31,3.5687,0.0164,0.4593,-0.0
13120,+,FS186,CD4+T,48,2.177,2.1413,48,2.1413,0.0357,1.6692,-0.0
13120,+,FS187,CD4+T,3,5.0898,5.4366,3,5.4366,0.3468,-6.3793,0.0
13120,+,FS188,CD4+T,10,13.8329,14.4543,10,14.4543,0.6215,-4.2995,-0.0
13120,+,FS189,CD4+T,14,10.4593,10.4283,14,10.4283,0.031,0.2976,0.0
13120,+,FS193,HCT116,6,4.0614,4.0792,6,4.0792,0.0178,-0.4371,0.0
13120,+,FS195,WB-GTP-control,65,48.239,50.4443,65,50.4443,2.2052,-4.3716,-0.0
13120,+,FS196,WB-GTP-PTSD,18,5.6822,6.0211,18,6.0211,0.3389,-5.6281,0.0
13120,+,FS197,hESC-H9,11,8.413,9.5599,11,9.5599,1.1469,-11.9969,0.0
13120,+,FS198,hESC-H9,2,2.7539,3.4926,2,3.4926,0.7387,-21.1502,-0.0
13120,+,FS199,hESC-H9,3,4.6386,6.1496,3,6.1496,1.511,-24.5707,0.0
13120,+,FS201,hESC-H9,8,12.1052,16.292,8,16.292,4.1868,-25.6986,-0.0
13120,+,FS203,HEK293T,34,19.7305,21.3009,34,21.3009,1.5704,-7.3725,0.0
13120,+,FS257,DLTB,7,0.1055,0.1054,7,0.1054,0.0002,0.1603,0.0
13120,+,FS258,TLTB,3,0.0826,0.0827,3,0.0827,0.0001,-0.062,-0.0
13120,+,FS259,DLTB,40,0.1431,0.1421,40,0.1421,0.001,0.7206,-0.0
13120,+,FS260,TLTB,33,0.1803,0.1786,33,0.1786,0.0017,0.9668,0.0
13120,+,FS261,DLTB,4,0.0526,0.0533,4,0.0533,0.0007,-1.2712,0.0
13120,+,FS262,TLTB,50,0.453,0.4582,50,0.4582,0.0052,-1.1264,0.0
13120,+,FS263,DLTB,272,1.1827,1.1795,270,1.1882,0.0033,0.2775,0.7407
13120,+,FS264,TLTB,236,1.2147,1.2191,236,1.2191,0.0044,-0.3588,0.0
13120,+,FS300,RNH2A-KO-T3-8,144,13.324,13.3116,144,13.3116,0.0125,0.0938,0.0
13120,+,FS301,RNH2A-KO-T3-17,140,8.846,8.7753,139,8.8384,0.0708,0.8066,0.7194
13120,+,FS303,hESC-H9,571,23.5003,23.4501,579,23.1261,0.0501,0.2137,-1.3817
13120,+,FS305,HEK293T,1071,12.6854,12.562,1071,12.562,0.1234,0.9825,0.0
13120,+,FS306,RNH2A-KO-T3-8,414,47.2868,46.7655,414,46.7655,0.5213,1.1147,0.0
13120,+,FS307,RNH2A-KO-T3-17,9,1.2701,1.2481,9,1.2481,0.0219,1.7562,-0.0
13120,+,FS309,RNH2A-KO-T3-8,75,23.9045,23.5613,74,23.8797,0.3432,1.4566,1.3514
13120,+,FS310,RNH2A-KO-T3-17,2,7.0823,6.9545,2,6.9545,0.1278,1.838,0.0
13120,+,FS326,HEK293T,30,2.7392,2.6823,30,2.6823,0.0569,2.1216,-0.0
13120,+,FS327,RNH2A-KO-T3-8,10,4.3634,4.3394,10,4.3394,0.024,0.553,-0.0
13120,+,FS329,RNH2A-KO-T3-17,16,3.6525,3.6056,16,3.6056,0.0469,1.3006,0.0
6465,+,FS185,CD4+T,31,3.5851,3.6839,32,3.5687,0.0987,-2.6801,-3.125
6465,+,FS186,CD4+T,109,4.9437,4.8625,109,4.8625,0.0812,1.6692,0.0
6465,+,FS187,CD4+T,6,10.1796,10.8732,6,10.8732,0.6936,-6.3793,0.0
6465,+,FS188,CD4+T,9,12.4496,13.0089,9,13.0089,0.5593,-4.2995,0.0
6465,+,FS189,CD4+T,13,9.7122,9.6834,13,9.6834,0.0288,0.2976,0.0
6465,+,FS193,HCT116,11,7.4458,7.4785,11,7.4785,0.0327,-0.4371,0.0
6465,+,FS195,WB-GTP-control,8,5.9371,6.2085,8,6.2085,0.2714,-4.3716,0.0
6465,+,FS196,WB-GTP-PTSD,24,7.5763,8.0281,24,8.0281,0.4518,-5.6281,0.0
6465,+,FS197,hESC-H9,1,0.7648,0.8691,1,0.8691,0.1043,-11.9969,0.0
6465,+,FS198,hESC-H9,3,4.1309,5.2389,3,5.2389,1.108,-21.1502,-0.0
6465,+,FS199,hESC-H9,2,3.0924,4.0997,2,4.0997,1.0073,-24.5707,-0.0
6465,+,FS201,hESC-H9,3,4.5395,6.1095,3,6.1095,1.5701,-25.6986,0.0
6465,+,FS203,HEK293T,7,4.0622,4.3855,7,4.3855,0.3233,-7.3725,-0.0
6465,+,FS257,DLTB,16,0.2412,0.2408,16,0.2408,0.0004,0.1603,-0.0
6465,+,FS258,TLTB,1,0.0275,0.0276,1,0.0276,0.0,-0.062,-0.0
6465,+,FS259,DLTB,14,0.0501,0.0462,13,0.0497,0.0039,8.4684,7.6923
6465,+,FS260,TLTB,10,0.0546,0.0541,10,0.0541,0.0005,0.9668,0.0
6465,+,FS261,DLTB,21,0.2761,0.2797,21,0.2797,0.0036,-1.2712,-0.0
6465,+,FS262,TLTB,17,0.154,0.1558,17,0.1558,0.0018,-1.1264,0.0
6465,+,FS263,DLTB,198,0.861,0.8606,197,0.8649,0.0004,0.0454,0.5076
6465,+,FS264,TLTB,100,0.5147,0.5166,100,0.5166,0.0019,-0.3588,0.0
6465,+,FS300,RNH2A-KO-T3-8,51,4.7189,4.7145,51,4.7145,0.0044,0.0938,0.0
6465,+,FS301,RNH2A-KO-T3-17,94,5.9395,5.9343,94,5.9343,0.0051,0.0866,0.0
6465,+,FS303,hESC-H9,145,5.9677,5.8727,145,5.8727,0.095,1.6178,0.0
6465,+,FS305,HEK293T,721,8.5398,8.445,720,8.4568,0.0948,1.1228,0.1389
6465,+,FS306,RNH2A-KO-T3-8,27,3.0839,3.0499,27,3.0499,0.034,1.1147,0.0
6465,+,FS307,RNH2A-KO-T3-17,49,6.9147,6.7954,49,6.7954,0.1193,1.7562,0.0
6465,+,FS309,RNH2A-KO-T3-8,24,7.6494,7.3231,23,7.6415,0.3263,4.4562,4.3478
6465,+,FS310,RNH2A-KO-T3-17,2,7.0823,6.9545,2,6.9545,0.1278,1.838,0.0
6465,+,FS326,HEK293T,25,2.2827,2.3246,26,2.2352,0.042,-1.8061,-3.8462
6465,+,FS327,RNH2A-KO-T3-8,11,4.7997,4.7733,11,4.7733,0.0264,0.553,0.0
6465,+,FS329,RNH2A-KO-T3-17,17,3.8808,3.831,17,3.831,0.0498,1.3006,-0.0
7088,+,FS185,CD4+T,5,0.5782,0.5756,5,0.5756,0.0026,0.4593,0.0
7088,+,FS186,CD4+T,85,3.8552,3.7919,85,3.7919,0.0633,1.6692,-0.0
7088,+,FS187,CD4+T,4,6.7864,7.2488,4,7.2488,0.4624,-6.3793,0.0
7088,+,FS188,CD4+T,7,9.683,10.118,7,10.118,0.435,-4.2995,0.0
7088,+,FS189,CD4+T,17,12.7006,12.6629,17,12.6629,0.0377,0.2976,0.0
7088,+,FS193,HCT116,7,4.7383,4.7591,7,4.7591,0.0208,-0.4371,0.0
7088,+,FS195,WB-GTP-control,11,8.1635,8.5367,11,8.5367,0.3732,-4.3716,-0.0
7088,+,FS196,WB-GTP-PTSD,68,21.4661,22.7463,68,22.7463,1.2802,-5.6281,0.0
7088,+,FS197,hESC-H9,29,22.1797,25.2033,29,25.2033,3.0236,-11.9969,0.0
7088,+,FS198,hESC-H9,11,15.1466,19.2094,11,19.2094,4.0628,-21.1502,0.0
7088,+,FS199,hESC-H9,11,17.0081,22.5484,11,22.5484,5.5403,-24.5707,-0.0
7088,+,FS201,hESC-H9,9,13.6184,18.3285,9,18.3285,4.7102,-25.6986,0.0
7088,+,FS203,HEK293T,12,6.9637,7.518,12,7.518,0.5543,-7.3725,-0.0
7088,+,FS257,DLTB,2,0.0301,0.0301,2,0.0301,0.0,0.1603,-0.0
7088,+,FS258,TLTB,2,0.0551,0.0551,2,0.0551,0.0,-0.062,-0.0
7088,+,FS259,DLTB,11,0.0393,0.0391,11,0.0391,0.0003,0.7206,0.0
7088,+,FS260,TLTB,13,0.071,0.0704,13,0.0704,0.0007,0.9668,-0.0
7088,+,FS261,DLTB,8,0.1052,0.1065,8,0.1065,0.0014,-1.2712,-0.0
7088,+,FS262,TLTB,29,0.2628,0.2657,29,0.2657,0.003,-1.1264,-0.0
7088,+,FS263,DLTB,73,0.3174,0.3189,73,0.3189,0.0015,-0.4598,-0.0
7088,+,FS264,TLTB,45,0.2316,0.2325,45,0.2325,0.0008,-0.3588,-0.0
7088,+,FS300,RNH2A-KO-T3-8,63,5.8293,5.8238,63,5.8238,0.0055,0.0938,-0.0
7088,+,FS301,RNH2A-KO-T3-17,168,10.6152,10.5429,167,10.6061,0.0723,0.6859,0.5988
7088,+,FS303,hESC-H9,383,15.7629,15.4714,382,15.5119,0.2915,1.8838,0.2618
7088,+,FS305,HEK293T,711,8.4214,8.3277,710,8.3395,0.0937,1.1247,0.1408
7088,+,FS306,RNH2A-KO-T3-8,156,17.8182,17.6218,156,17.6218,0.1964,1.1147,0.0
7088,+,FS307,RNH2A-KO-T3-17,3,0.4234,0.416,3,0.416,0.0073,1.7562,0.0
7088,+,FS309,RNH2A-KO-T3-8,9,2.8685,2.5472,8,2.8656,0.3214,12.6169,12.5
7088,+,FS310,RNH2A-KO-T3-17,1,3.5411,3.4772,1,3.4772,0.0639,1.838,0.0
7088,+,FS326,HEK293T,25,2.2827,2.2352,25,2.2352,0.0474,2.1216,0.0
7088,+,FS327,RNH2A-KO-T3-8,5,2.1817,2.1697,5,2.1697,0.012,0.553,0.0
7088,+,FS329,RNH2A-KO-T3-17,8,1.8263,1.8028,8,1.8028,0.0234,1.3006,-0.0
8208,+,FS185,CD4+T,29,3.3538,3.1083,27,3.3385,0.2456,7.9007,7.4074
8208,+,FS186,CD4+T,93,4.218,4.1934,94,4.1487,0.0246,0.5876,-1.0638
